,file_path,sentence,section,entities,labels,position_start,position_end,abbreviations,abbreviations_longform,abbreviation_start,abbreviation_end
13356,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\9_imputed_metagenomes_show_funct\1_p.xml,"No KEGG pathways varied significantly among African subsistence groups (ANOVA, FDR > 0.1).",RES,"KEGG, ANOVA","ORG, ORG","3, 72","7, 77",,,,
13357,C:\Users\shiwa\pastoral_74\PMC6341659\sections\1_body\1_results\9_imputed_metagenomes_show_funct\2_p.xml,"Twenty-six KEGG pathways were significantly differentially enriched both between Africa and the USA and between Tanzania and Botswana and also have absolute relative differences > 15% between continent and between country (Additional file  2 : Table S1L and Additional file  1 : Figure S13A, shown in red).",RES,KEGG,ORG,11,15,,,,
13361,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\1_whole-genome_sequencing_and_sn\1_p.xml,"We generated whole-genome sequences of 181 domestic sheep and 5 wild sheep, totaling ∼21 billion raw reads and ∼2,078 Gb of aligned high-quality data with an average depth of 6.5× ( supplementary table S3 ,  Supplementary Material  online).",RES,S3,ORG,202,204,,,,
13362,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\1_whole-genome_sequencing_and_sn\1_p.xml,"After SNP calling and subsequent stringent quality control (see Materials and Methods), we obtained 44,296,018 high-quality SNPs for all 186 individuals, with a range of 6,019,569–14,518,382 SNPs for each individual ( supplementary table S4 ,  Supplementary Material  online).",RES,SNP,ORG,6,9,,,,
13365,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\1_whole-genome_sequencing_and_sn\1_p.xml,"Of the common SNP sites in the 109 individuals (13,090—24,493 SNPs in each individual) that had been analyzed with both methods, an average of 92.42% (85.49–96.78%) consistency was observed for the SNP genotypes per individual, demonstrating the general high reliability of our SNP calls ( supplementary table S5 ,  Supplementary Material  online).",RES,"SNP, SNP, SNP","ORG, ORG, ORG","14, 198, 278","17, 201, 281",,,,
13367,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\1_whole-genome_sequencing_and_sn\1_p.xml,"For the integrated data set of SNP arrays, 48,383 SNPs and 1,618 individuals (from one argali population (15 individuals) and 75 domestic sheep populations) were retained in the population genetics analysis ( supplementary table S1  and  supplementary note ,  Supplementary Material  online).",RES,SNP,ORG,31,34,,,,
13369,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\2_genomic_variability_and_linkag\1_p.xml,2 A  and  C ) and the  H e  values from the SNP arrays ( fig.,RES,SNP,ORG,44,47,,,,
13370,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\2_genomic_variability_and_linkag\1_p.xml,"2 B  and  supplementary table S7 ,  Supplementary Material  online), the distribution of within-population genomic variability on the QTP and in the whole of China displayed a clear geographic pattern.",RES,QTP,ORG,134,137,,,,
13371,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\2_genomic_variability_and_linkag\1_p.xml,"Within the QTP, the margin and Qinghai subgroups of Tibetan sheep possessed clearly higher nucleotide diversity than the Tibet subgroup based on the  θ π  values ( fig.",RES,QTP,ORG,11,14,,,,
13377,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\2_genomic_variability_and_linkag\1_p.xml,"In contrast, we observed a lower level of genome-wide linkage disequilibrium (LD) in northern Chinese sheep and a higher level of LD in Yunnan–Kweichow sheep and the Tibet subgroup of Tibetan sheep ( fig.",RES,"LD, LD","ORG, ORG","78, 130","80, 132",,,,
13379,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\2_genomic_variability_and_linkag\1_p.xml,"Taken together, the observed clinal variations in LD and genomic variability from northern China to different areas on the QTP provided evidence for the fine-scale population structure of Tibetan sheep, suggesting the migration route of domestic sheep onto the QTP as inferred from the ADMIXTURE analysis below.",RES,QTP,ORG,261,264,,,,
13380,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\2_genomic_variability_and_linkag\1_p.xml,"Nevertheless, the differential LD and genomic variability among different sheep populations could be influenced by different husbandry practices.",RES,LD,ORG,31,33,,,,
13383,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\2_genomic_variability_and_linkag\1_p.xml,"Also, the low level of genomic variability and high level of LD detected in the Tibet subgroup of Tibetan sheep could be explained by their lowest effective population size (see below the results of the population demographic history reconstruction) and possibly bottleneck and genetic drift during their expansions from Qinghai.",RES,LD,ORG,61,63,,,,
13387,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\3_population_genetic_structure\1_p.xml,"2017 ), the principal component analysis (PCA), neighbor-joining (NJ) phylogeny, and ADMIXTURE analyses based on the SNP array and sequence data sets capitulated the major genetic division among the Chinese sheep populations from three large geographic regions: northern China, the Yunnan–Kweichow Plateau, and the QTP ( fig.",RES,"PCA, NJ, ADMIXTURE, SNP","ORG, ORG, ORG, ORG","42, 66, 85, 117","45, 68, 94, 120",,,,
13390,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\3_population_genetic_structure\1_p.xml,"Interestingly, our NJ phylogenetic analysis based on the SNP arrays ( fig.",RES,"NJ, SNP","ORG, ORG","19, 57","21, 60",,,,
13392,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\3_population_genetic_structure\1_p.xml,"This could be explained by the fact that the sheep populations on the QTP and the Yunnan–Kweichow Plateau represent the original thin-tailed sheep in China, while northern Chinese sheep have been greatly influenced by later introgressions of fat-tailed sheep from Central Asia and Mongolia ( Zhao et al.",RES,QTP,ORG,70,73,,,,
13394,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\3_population_genetic_structure\2_p.xml,"Within Tibetan sheep, the NJ tree based on the SNP arrays ( fig.",RES,"NJ, SNP","ORG, ORG","26, 47","28, 50",,,,
13395,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\3_population_genetic_structure\2_p.xml,"1 E ) discerned a visible genetic differentiation among the three subgroups of Tibetan sheep from Qinghai, Tibet, and the marginal areas of the QTP.",RES,QTP,ORG,144,147,,,,
13396,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\3_population_genetic_structure\2_p.xml,"We noted that the Qinghai and Tibet subgroups were not fully separated clades, and a few individuals were roughly located in different branches on the NJ tree.",RES,NJ,ORG,151,153,,,,
13397,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\3_population_genetic_structure\2_p.xml,"In the analyses of sequences,  F ST  estimates showed that the Tibet subgroup sheep had a closer relationship with the Qinghai subgroup than with the subgroup from the marginal areas of the QTP ( supplementary table S8 ,  Supplementary Material  online).",RES,QTP,ORG,190,193,,,,
13406,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\4_population_demographic_history\1_p.xml,We used the approximate Bayesian computation (ABC) approach and whole-genome sequence data to reconstruct the population history of Tibetan sheep.,RES,ABC,ORG,46,49,,,,
13409,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\4_population_demographic_history\1_p.xml,"Model-1  showed the best fit to the data because its Bayes factor was three times larger than those of the other six models ( supplementary table S14 ,  Supplementary Material  online).",RES,Bayes,ORG,53,58,,,,
13411,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\4_population_demographic_history\1_p.xml,"S10 ,  Supplementary Material  online), which provided strong statistical support for its superiority ( supplementary note ,  Supplementary Material  online).",RES,S10,ORG,0,3,,,,
13413,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\4_population_demographic_history\2_p.xml,"That is, the ancestral populations ( N AC ) first arrived in the northeastern area of the QTP and generated the Qinghai subgroup ( N QH ) ∼3,114 years ago ( T 1 , 50% Highest Posterior Density HPD: 2,363‒3,666;  supplementary table S15 ,  Supplementary Material  online).",RES,"N AC, QTP, S15","ORG, ORG, ORG","37, 90, 234","41, 93, 237",,,,
13414,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\4_population_demographic_history\2_p.xml,"Subsequently, the  N QH  migrated southwest and generated the Tibet subgroup ( N TB ) ∼1,316 years ago ( T TB , 50% HPD: 721‒2,110;  supplementary table S15 ,  Supplementary Material  online).",RES,"HPD, S15","ORG, ORG","116, 153","119, 156",,,,
13415,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\4_population_demographic_history\2_p.xml,"The estimates of effective population sizes were 77,306 (50% HPD: 55,306‒92,270), 46,189 (50% HPD: 31,820‒62,739), and 45,099 (50% HPD: 27,261‒65,712) for the  N AC ,  N QH , and  N TB  populations, respectively ( supplementary table S15 ,  Supplementary Material  online).",RES,"HPD, HPD, HPD, S15","ORG, ORG, ORG, ORG","61, 94, 131, 234","64, 97, 134, 237",,,,
13417,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\4_population_demographic_history\2_p.xml,"S10 ,  Supplementary Material  online).",RES,S10,ORG,0,3,,,,
13418,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\4_population_demographic_history\2_p.xml,"Additionally, the Kolmogorov–Smirnov test showed an unbiased estimate for parameters GAMMA,  N AC, N NC , and  N TB , whereas estimates of the other parameters showed slight deviations from the uniform distribution ( supplementary fig.",RES,Kolmogorov,ORG,18,28,,,,
13421,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\4_population_demographic_history\2_p.xml,"S9–S14 ,  supplementary tables S14–S18 , and  supplementary note ,  Supplementary Material  online).",RES,S18,ORG,35,38,,,,
13422,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\5_the_late-holocene_human_occupa\1_p.xml,"We compiled the evidence from a total of 62 archeological sites ( supplementary table S2 ,  Supplementary Material  online) in previous literature and classified them into two main chronological stages within the late Holocene based on the delimitation of cultures, that is, 5,200–3,600 years BP in the late Neolithic culture (e.g., late Yangshao, Majiayao, and Qijia cultures) and 3,600–2,300 years BP in the Bronze Age culture (e.g., Kayue, Xindian, and Nuomuhong cultures) ( Chen et al.",RES,"BP, BP","ORG, ORG","293, 400","295, 402",,,,
13425,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\5_the_late-holocene_human_occupa\1_p.xml,"This synthesized evidence implied that during the late Neolithic (5,200–3,600 years BP), early human societies, mostly farming communities, inhabited the low-altitude northeastern marginal areas of the QTP and lived on a primary crop of millet (87.50% of all archeological sites) domesticated from the neighboring Loess Plateau (<2,500 m) ( Guedes et al.",RES,"BP, QTP","ORG, ORG","84, 202","86, 205",,,,
13427,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\5_the_late-holocene_human_occupa\1_p.xml,"At the Bronze stage (3,600–2,300 years BP), humans colonized much higher elevations (>3,000 m) on the QTP and settled permanently, with the subsistence strategy replaced by growing cold-tolerant cereals such as barley and wheat (90.63% of all archeological sites) ( Guedes and Butler 2014 ;  Guedes et al.",RES,"BP, QTP","ORG, ORG","39, 102","41, 105",,,,
13432,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\5_the_late-holocene_human_occupa\1_p.xml,"Therefore, the expansions of crops (e.g., millet, barley, and wheat) and domestic animals especially sheep occurred along with the permanent human occupation of the QTP, and accordingly the colonization history of Tibetan sheep could help to understand the early human expansions on the QTP.",RES,"QTP, QTP","ORG, ORG","165, 287","168, 290",,,,
13433,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\5_the_late-holocene_human_occupa\2_p.xml,"Notably, our genomic inference regarding the demographic history of Tibetan sheep using whole-genome sequencing data and the ABC modeling framework was in good agreement with the archeological evidence presented above and the recorded human history in ancient China ( fig.",RES,ABC,ORG,125,128,,,,
13437,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\5_the_late-holocene_human_occupa\2_p.xml,"2016 ), which extended from Shaanxi to Tibet via Gansu and Qinghai and was historically the easiest pathway for human occupation of the QTP ( Chen et al.",RES,QTP,ORG,136,139,,,,
13443,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\5_the_late-holocene_human_occupa\2_p.xml,"Interestingly, the inferred demographic history of Tibetan sheep revealed a two-step pattern for their colonization onto the QTP through an initial movement from northern China to the northeastern QTP (∼3,100 years BP), followed by a later expansion from the northeastern to the southwestern QTP (∼1,300 years BP) ( fig.",RES,"QTP, BP, BP","ORG, ORG, ORG","197, 215, 310","200, 217, 312",,,,
13447,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\5_the_late-holocene_human_occupa\2_p.xml,"In particular, the QTP is a region highly sensitive to climate change ( Yao et al.",RES,QTP,ORG,19,22,,,,
13448,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\1_results_and_discussion\5_the_late-holocene_human_occupa\2_p.xml,"2000 ), and the increasingly cold and dry climatic conditions after 3,600 years BP favored the expansions of alpine meadow vegetation ( Marcott et al.",RES,BP,ORG,80,82,,,,
